checklist_code,location_code,item_code,question,guideline,regulation_ref,ksm_sms_ref,ship_type,sequence_no
F605,20,7203,"Emergency Preparedness (Drills)
Are fire drill regularly held?
Are the crew familiar with their duties during fire drills and are drills being performed effectively and on a frequency meeting SOLAS and flag state requirements?
The fire drill must be included at least the following matters.
 - Have the ventilation control plan for all openings which is including ventilation/opening dampers, doors, hatches made?
 - Are procedure of engine room ventilation control established?
 - Are instruction and confirmation by command in the bridge available?
 - Has engine room fire drill been conducted once every 3 months?
 - Are specific fire scene and fire fighting operation simulated at engine room fire drill?
 - Is the drill assumed to use fixed fire extinguisher and local fire extinguisher?","<Check point>
Check logbook with date and place.
Check the on board evaluation record of fire drill for quality penetration amongst ship's crew.
Check if engine room fire drill has been conducted every 3 months.   (Drill about 15 days behind schedule is permissible.)
Check whether engine room fire drill has been assumed location and scenario is included to use fixed and local fire fighting equipment.
Check if following checklists are being utilized:
SEM S 809 (a) Fire in the Accommodation
SEM S 809 (b) Fire in the Engine Room
SEM S 809 (c) Fire on deck
SEM S 809 (d) Fire in Cargo Holds
<Annotation>
Every crew member shall participate in at least one abandon ship drill and one fire drill every month. The drills of the crew shall take place within 24 hours of the ship leaving a port if more than 25% of the crew have not participated in abandon ship and fire drills on board that particular ship in the previous month. (SOLAS III/19.3.2)
Fire drills should be planned in such a way that due consideration is given to regular practice in the various emergencies that may occur depending on the type of ship and the cargo. (SOLAS III/19.3.4.1)
Crew members shall be trained to be familiar with the arrangements of the ship as well as the location and operation of any fire-fighting systems and appliances that they may be called upon to use. (SOLAS 2004 II-2/15.2.2.1)
Each fire drill shall include:
1. Reporting to stations and preparing for the duties described in the muster list;
2. Starting a fire pump, using at least the two required jets of water to show that the system is in proper working order;
3. Checking of fireman’s outfit and other personal rescue equipment;
4. Checking of relevant communication equipment;
5. Checking the operation of watertight doors, fire doors, fire dampers and main inlets and outlets of ventilating systems in the drill area; and,
6. Checking the necessary arrangements for subsequent abandoning of the ship. (SOLAS III/19.3.4.2)","SOLAS
III/19.3.2
III/19.3.4.1
II-2/15.2.2.1
III/19.3.4.2",SEM 4.7 & SSQE 7.2.8,Common,155
F605,20,7204,"Emergency Preparedness (Drills)
Have damage control drills been conducted according to procedures established by the Company?","<Check point>
Check SQE S 627 Drill Schedule
Check logbook and related checklist being followed",,SEM 4.0,Common,156
F605,20,7205,"Emergency Preparedness (Drills)
Have oil pollution prevention drills been conducted at interval specified by the Company?","<Check point>
Check SQE S 627 Drill Schedule
Check  logbook and other records.
Check if drills have been conducted at interval specified in Drill Schedule",,SEM 4.0,Common,157
F605,20,7206,"Emergency  Preparedness (Drills)
Has the emergency steering gear been tested within the past two months and are the results recorded?","<Check point>
Check the record in Drill Evaluation Record and Log Book.
Check if last emerg steering test carried out within 2 months.
Try out Emerg steering gear and look for any leakages or abnormal sound.
<Annotation>
Emergency steering drills shall take place at least once every three months in order to practice emergency steering procedures. These drills shall include direct control within the steering gear compartment, the communications procedure with the navigation bridge and, where applicable, the operation of alternative power supplies. (SOLAS V/26.4)","SOLAS
V/26.4",SSQE 8.3.6,Common,158
F605,20,7300,"Emergency Preparedness (Life-Saving Apparatus)
Are the Officers aware of the requirements of LSA?
Are there ship-specific life-saving equipment maintenance instructions available and are weekly and monthly inspections being carried out as per PMS?","<Check point>
Check standards and plans.
Life saving equipment maintenance instruction and record book can either be part of computerized PMS or in paper format.
Maintenance instructions for each equipment shall include at least following
1. A checklist for use when carrying out the monthly inspections;
2. Maintenance and repair instructions;
3. A schedule of periodic maintenance;
4. A diagram of lubrication points with the recommended lubricants;
5. A list of replaceable parts;
6. A list of sources of spare parts; and
7. A log for records of inspections and maintenance.","SOLAS
III/20.6
III/20.7.1
III/20.7.2
III/36",SPM VOL II 11.10.6,Common,159
F605,20,7301,"Emergency Preparedness (Life-Saving Apparatus)
Are the locations of life saving appliances marked with IMO symbols?","<Check point>
number and type of LSA shall be marked with IMO symbols on the doors of LSA stores
<Annotation>
Containers, brackets, racks and other similar stowage locations for life-saving equipment shall be marked with symbols in accordance with IMO Res. A.760 (18) indicating the devices stowed in that location for that purpose. If more than one device is stowed in that location, the number of devices shall also be indicated. (SOLAS III/20.10)","SOLAS
III/20.10
IMO Res.
A.760 (18)","Rightship
5.26",Common,160
F605,20,7302,"Emergency Preparedness (Life-Saving Apparatus)
Is there a maintenance and test schedule for Lifeboat, Rescue boat onload release gear, davit launched life raft
automatic release hooks and free-fall lifeboat release
systems?
Are lifting wires of freefall Lifeboat in good order?","<Check point>
Check  SQE S 627 Drill Schedule and required entries being made in logbook
Check evidence for
1. Thorough Annual examination by authorized shore workshop;
2. Maintenance schedule on board by ship's crew;
3. Check condition of lifting wires.
4. Lifting wires inspection included in the PMS.","SOLAS
III/20.11.2
III/20.11.3
MSC Circ.
1206",SSQE 5.9,Common,161
F605,20,7303,"Emergency Preparedness (Life-Saving Apparatus)
Are pyrotechnics, including line throwing apparatus,  within expiry date and in good order, and stored in a suitably signed conspicuous location?","<Check point>
Check that expired pyrotechnics and LTAs not stored with valid ones.
<Annotation>
Not less than 12 rocket parachute flares shall be carried and be stowed on or near the navigation bridge. (SOLAS III/6.3)
A line throwing appliance complying with the requirements of section 7.1 of the Code shall be provided. (SOLAS III/18)
An illustrated table describing the life-saving signals shall be readily available to the officer of the watch. (SOLAS V/29)
Note: Line throwing apparatus should be ready for immediate use. The line and the rockets should not be stowed apart.","SOLAS
III/6.3
III/18
V/29",LSA/FFA Manual,Common,162
F605,20,7304,"Emergency Preparedness (Life-Saving Apparatus)
Are lifeboats / rescue boat launching mechanisms, in good order?","<Check point>
Normal inspection of life boat, rescue boat and launching arrangements.","SOLAS
III/13.1.3
III/19.3.3.3
III.19.3.3.4
III/20.4
III/31.2
III/14.1
MSC.1/Circ.
1206",SSQE 5.9,Common,163
F605,20,7400,"Emergency Preparedness (Fire Fighting Equipment)
Are Officers aware of the location of accommodation and Engine Room ventilation fan emergency stops?
Are they clearly marked to indicate the spaces they serve?
Is there evidence of regular testing and maintenance?","<Check point>
Check by record and interview crew.
Check to see if ""Emergency Stop"" is clearly marked.",,SPM VOL II 11.10.10,Common,164
F605,20,7401,"Emergency Preparedness (Fire Fighting Equipment)
Are the crew aware of the fixed firefighting equipment fitted?
Are ship-specific firefighting equipment maintenance instructions available and is maintenance being carried out?","<Check point>
Ship specific FFE maintenance shall either be in computerized PMS or in paper form.
Inspection records shall be maintained on board as scheduled.
<Annotation>
Maintenance, testing and inspections shall be carried out based on the guidelines in MSC/Circ.1432
The maintenance plan shall be kept on board the ship and shall be available for inspection. (SOLAS II-2/14.2.2.2)
The maintenance plan shall include at least the following fire protection systems and firefighting systems and appliances, where installed:
1. Fire mains, fire pumps and hydrants, hoses, nozzles and international shore connections;
2. Fixed fire detection and fire alarm systems;
3. Fixed fire extinguishing systems and other fire extinguishing appliances;
4. Automatic sprinkler, fire detection and fire alarm systems;
5. Ventilation systems, including fire and smoke dampers, fans and their controls;
6. Emergency shutdown of fuel supply;
7. Fire doors, including their controls;
8. General emergency alarm systems;
9. Emergency escape breathing devices;
10. Portable fire extinguishers, including spare charges;
11. Fire fighter’s-outfits;
12. Inert gas systems;
13. Deck foam systems;
14. Fire safety arrangements in cargo pump rooms; and
15. Flammable gas detectors. (SOLAS II-2/14.2.2.3) and 14.4)
The maintenance programme may be computer-based. (SOLAS II-2/14.2.2.4)","SOLAS
II-2/14.2.2.2
II-2/14.2.2.3
II-2/14.2.2.4
II-2/14.4
MSC.1/Circ.
1432",LSA/FFA Manual,Common,165
F605,20,7402,"Emergency Preparedness (Fire Fighting Equipment)
Are all switches on fire alarm panel set in normal position?","<Check point>
Check switches and lamps.
If switches are off because of welding work, etc., note panel has notice on it.",,,Common,166
